228132;TOTOLINK A7100RU up to 7.4cu.2313_B20191024 command injection
228131;llvm-project 6c01b5c mlir::Type::getDialect memory corruption
228130;llvm-project a0138390 SortOp memory corruption
228129;llvm-project a0138390 assertion
228128;llvm-project fdbc55a5 OpOperand memory corruption
228127;IBM Cognos Command Center 10.2.4.1 session expiration
228126;libheif 1.15.1 box.cc heif::Fraction::round memory corruption
228125;TOTOLINK X5000R 9.1.0u.6118_B20201102/9.1.0u.6369_B20230113 setting/setTracerouteCfg command injection
228124;IBM MQ Clients 9.2 CD/9.3 CD/9.3 LTS Configuration File denial of service
228123;IBM MQ 9.2 CD/9.2 LTS/9.3 CD/9.3 LTS Message input validation
228122;IBM MQ 9.2 CD/9.2 LTS/9.3 CD/9.3 LTS memory corruption
228121;NS-ASG 2.php/6.3 /admin/add_ikev2.php sql injection
228120;IBM Elastic Storage Systems Spectrum Scale denial of service
228119;Linux Kernel up to 6.1.10 net/netrom/af_netrom.c nr_listen use after free
228115;Dell Command Monitor up to 10.9 Permissions access control
228109;Sante DICOM Viewer Pro/DICOM Editor DCM File Parser information disclosure
228106;Sante DICOM Viewer Pro/DICOM Editor DCM File Parser out-of-bounds write
228105;Sante DICOM Viewer Pro/DICOM Editor DCM File Parser out-of-bounds write
228104;Sante DICOM Viewer Pro/DICOM Editor J2K File Parser out-of-bounds write
228103;Sante DICOM Viewer Pro/DICOM Editor DCM File Parser use after free
228052;Samsung Core Service improper authorization
228040;Samsung Blockchain Keystore CMD_COLDWALLET_BTC_SET_PRV_UTXO out-of-bounds
228039;Samsung Blockchain Keystore BC_TUI_CMD_UPDATE_SCREEN out-of-bounds
228038;Samsung Blockchain Keystore BC_TUI_CMD_UPDATE_SCREEN out-of-bounds write
228035;Samsung Blockchain Keystore BC_TUI_CMD_SEND_RESOURCE_DATA out-of-bounds write
228034;Samsung Blockchain Keystore up to 1.3.12.0 BC_TUI_CMD_SEND_RESOURCE_DATA_ARRAY out-of-bounds
228033;Samsung Blockchain Keystore BC_TUI_CMD_SEND_RESOURCE_DATA_ARRAY out-of-bounds write
228005;IBM i 7.2/7.3/7.4/7.5 SQL unknown vulnerability
227979;Fortinet FortiNAC-F/FortiNAC insufficiently protected credentials
227975;Fortinet FortiADC up to 7.1.0/7.1.1/7.2.0 os command injection
227974;Fortinet FortiNAC-F/FortiNAC hard-coded credentials
227968;Fortinet FortiADC CLI path traversal
227907;Alienware Command Center Application up to 5.5.43.0 Installation access control
227904;ShapeShift KeepKey up to 7.6.x ethereum_contracts.c cf_confirmExecTx buffer overflow
227863;Checkmk up to 2.0.0p35/2.1.0p26/2.2.0b6 Query Parameter log file
227848;Qualcomm QAM8295P HAB memory corruption
227847;Qualcomm 315 5G IoT Modem Graphics memory leak
227846;Qualcomm 315 5G IoT Modem Graphics type conversion
227838;Qualcomm Automotive Shared Key Export memory corruption
227823;Foxit PDF Editor XLS File Parser unknown vulnerability
227822;Foxit PDF Editor DOC File Parser unknown vulnerability
227792;Lenovo System Update default permission
227788;HPE ProLiant RL300 Gen11 Server unknown vulnerability
227730;HP DesignJet/PageWide information disclosure
227714;ks-soft Advanced Host Monitor up to 12.56 rma_active.exe unquoted search path
227681;MagicJack A921 USB Phone Jack 1.4 permission
227637;JetBrains Toolbox App up to 1.27 on macOS DYLIB injection
227630;Acronis Snap Deploy on Windows uncontrolled search path
227586;42Gears SureLock 2.40.0 on Windows NixService.Exe unquoted search path
227555;Hyundai Gen5W_L 001.001.211214 Firmware Installation AppUpgrade unknown vulnerability
227554;Hyundai Gen5W_L 001.001.211214 Firmware Installation data authenticity
227530;Acronis Agent API Endpoint denial of service
227524;Baremetal Operator up to 0.2.x deploy.sh cleartext storage
227459;apptainer extfs denial of service
227425;PingID Desktop up to 2.8 on Windows Username multiple resources with duplicate identifier
227410;VMware Fusion up to 13.0.1 Raw Disk unknown vulnerability
227407;PingID Desktop up to 1.7.3 excessive authentication
227385;Telindus Apsal 3.14.2022.235 Open Document unrestricted upload
227328;Telindus Apsal 3.14.2022.235 permission
227326;Telindus Apsal 3.14.2022.235 authorization
227319;Kiwi TCMS up to 12.1 My Profile Admin Page authorization
227310;Clusternet up to 0.15.1 random values
227216;shim buffer overflow
227215;EDK2 GetEfiGlobalVariable2 return value
227209;NVIDIA DGX-1 SBIOS Bds memory corruption
227208;NVIDIA CUDA Toolkit SDK on Linux/Windows null pointer dereference
227207;NVIDIA DGX-2 SBIOS ServerSetup NVRAM permission assignment
227205;NVIDIA ConnectX-5/ConnectX-6/ConnectX6-DX NIC Firmware unknown vulnerability
227203;NVIDIA DGX-1 BMC IPMI path traversal
227202;NVIDIA DGX A100 NVME SMM API memory corruption
227201;NVIDIA DGX A100 SMM API memory corruption
227200;NVIDIA CUDA Toolkit on Linux/Windows cuobjdump divide by zero
227198;NVIDIA DGX-1 Ofbd access of memory location after end of buffer
227197;NVIDIA DGX-1 BMC IPMI buffer overflow
227196;NVIDIA DGX-1 SBIOS Uncore PEI Module unknown vulnerability
227195;NVIDIA DGX-2 OFBD access of memory location after end of buffer
227192;NVIDIA DGX-2 SBIOS Bds range error
227191;NVIDIA CUDA Toolkit on Linux/Windows cuobjdump out-of-bounds
227190;NVIDIA CUDA Toolkit on Linux/Windows cuobjdump out-of-bounds
227189;NVIDIA CUDA Toolkit on Linux/Windows cuobjdump out-of-bounds
227187;webfs /var/log/webfsd.log default permission
227183;fish up to 2.1.0 funced race condition
227182;Ansible up to 1.5.4 Vault Subsystem default permission
227180;systemd 37-1 denial of service
227153;nghttp2 up to 1.7.0 resource consumption
227152;Netsurf up to 2.8 cookie jar information disclosure
227135;fish up to 2.1.0 psub temp file
227134;EDK2 UEFI integer overflow
227133;EDK2 UEFI integer overflow
227129;Ansible up to 1.5.4 insufficiently protected credentials
227128;Ansible up to 1.5.4 insufficiently protected credentials
227073;Kitchen-Terraform up to 7.0.0 log file
227071;SolarWinds Platform link following
227046;KDE Paste Applet up to 4.10.4 kdeplasma-addons pastemacroexpander.cpp improper authentication
227045;KDE Paste Applet KRandom::random risky encryption
226993;Rapid7 Velociraptor up to 0.6.7 PE Parser/OLE Parser out-of-bounds
226928;M-Files Server Desktop Component Service access control
226923;Dell Display Manager up to 2.1.0 least privilege violation
226909;Qihoo 360 Chrome 13.0.2170.0 buffer overflow
226908;Qihoo 360 Total Security 10.8.0.1060/10.8.0.1213 buffer overflow
226907;Qihoo 360 Safe Guard 12.1.0.1004/12.1.0.1005/13.1.0.1001 buffer overflow
226906;Qihoo 360 Safe Browser 13.0.2170.0 buffer overflow
226888;Ubiquiti UI Desktop up to 0.59.1.71 on Windows unknown vulnerability
226853;Avira Endpoint Protection Endpointprotection.exe integer overflow
226840;Cisco Industrial Network Director default permission
226819;Secomea GateManager USB Wizard credentials storage
226765;sqlparse up to 0.4.3 on Python redos
226749;Tribe29 Checkmk Appliance up to 1.6.3 Log File get request method with sensitive query strings
226630;Oracle GraalVM Enterprise Edition 20.3.9/21.3.5/22.3.1 Native Image unknown vulnerability
226617;Oracle iLearning 6.3.1 Installation information disclosure
226614;Oracle Hyperion Infrastructure Technology 11.2.12 Installation/Configuration denial of service
226332;Oracle SQL Developer Installation unknown vulnerability
226160;Huawei EMUI/Magic UI Bluetooth Module improper authentication
226159;Huawei EMUI/Magic UI Bluetooth Module improper authentication
226119;InternalError503 Forget It up to 1.3 js/settings.js infinite loop
226099;KylinSoft youker-assistant on KylinOS adjust_cpufreq_scaling_governer os command injection
226080;Dualspace Lock Master 2.2.4 android.net.Uri.insert unknown vulnerability
226069;Shadow 4.13 chfn injection
225964;Dualspace Easy Clean 1.1.3 unknown vulnerability
225946;avahi DBus denial of service
225898;ncurses Environment Variable $HOME/.terminfo memory corruption
225897;Diasoft File Replication Pro 7.5.0 uncontrolled search path
225896;apport-cli up to 2.26.0 privileges management
225891;VMware Spring Session 3.0.0 Application Log log file
225887;BlackVue DR750-2CH LTE 1.012_2022.10.26 Firmware signature verification
225886;Arista EOS Redundancy privileges management
225879;Dmidecode up to 3.4 dump-bin unknown vulnerability
225841;Qualcomm QCA642 WLAN integer overflow
225840;Qualcomm 315 5G IoT Modem User Identity Module array index
225839;Qualcomm 9206 LTE Modem Bluetooth Host type conversion
225835;Qualcomm 315 5G IoT Modem memory corruption
225833;Qualcomm MSM8996AU Video Playback integer overflow
225829;Qualcomm 315 5G IoT Modem QTEE memory corruption
225798;Autodesk Maya USD File Parser out-of-bounds write
225797;Autodesk Maya USD File Parser out-of-bounds
225796;Adobe Substance 3D Stager USDC File Parser out-of-bounds
225795;Adobe Substance 3D Stager USD File Parser heap-based overflow
225794;Adobe Substance 3D Stager DAE File Parser out-of-bounds write
225793;Adobe Substance 3D Stager DAE File Parser heap-based overflow
225792;Adobe Substance 3D Stager USDC File Parser out-of-bounds
225791;Adobe Substance 3D Stager USD File Parser out-of-bounds
225790;Adobe Substance 3D Stager USDA File Parser stack-based overflow
225789;Adobe Substance 3D Stager USD File Parser use after free
225788;Adobe Substance 3D Stager USD File Parser use after free
225758;Adobe InCopy up to 17.4/18.1 use after free
225755;Adobe Substance 3D Stager up to 2.0.1 File out-of-bounds
225754;Adobe Substance 3D Stager up to 2.0.1 File out-of-bounds
225753;Adobe Substance 3D Stager up to 2.0.1 File out-of-bounds
225751;Adobe Substance 3D Stager up to 2.0.1 File out-of-bounds
225750;Adobe Dimension up to 3.4.8 File out-of-bounds
225749;Adobe Substance 3D Stager up to 2.0.1 heap-based overflow
225748;Adobe Substance 3D Stager up to 2.0.1 use after free
225747;Adobe Substance 3D Stager up to 2.0.1 stack-based overflow
225746;Adobe Substance 3D Stager up to 2.0.1 input validation
225745;Adobe Substance 3D Stager up to 2.0.1 use after free
225744;Adobe Substance 3D Stager up to 2.0.1 stack-based overflow
225742;Adobe Dimension up to 3.4.8 out-of-bounds write
225741;Adobe Dimension up to 3.4.8 out-of-bounds write
225739;Adobe Substance 3D Stager up to 2.0.1 out-of-bounds
225738;Adobe Substance 3D Stager up to 2.0.1 uninitialized pointer
225737;Adobe Substance 3D Stager up to 2.0.1 uninitialized pointer
225736;Adobe Substance 3D Stager up to 2.0.1 out-of-bounds
225735;Adobe Dimension up to 3.4.8 out-of-bounds
225734;Adobe Dimension up to 3.4.8 out-of-bounds
225733;Adobe Dimension up to 3.4.8 out-of-bounds
225732;Adobe Dimension up to 3.4.8 out-of-bounds
225731;Adobe Dimension up to 3.4.8 out-of-bounds
225730;Adobe Dimension up to 3.4.8 out-of-bounds
225729;Adobe Dimension up to 3.4.8 out-of-bounds
225728;Adobe Dimension up to 3.4.8 out-of-bounds
225727;Adobe Dimension up to 3.4.8 out-of-bounds
225726;Adobe Dimension up to 3.4.8 out-of-bounds
225725;Adobe Dimension up to 3.4.8 out-of-bounds
225724;Adobe Dimension up to 3.4.8 out-of-bounds
225706;Palo Alto GlobalProtect App on Windows toctou
225698;Terminalfour Logback information disclosure
225696;TightVNC Files privileges management
225658;sqlite3 up to 3.27.1 Script denial of service
225554;Fortinet FortiClientMac code download
225550;Fortinet FortiADC/FortiDDoS Arguments os command injection
225549;Fortinet FortiWeb/FortiADC os command injection
225548;Fortinet FortiAnalyzer SQL Query input validation
225547;Fortinet FortiClient on Windows Request path traversal
225544;Fortinet FortiClient on Windows Request improper authorization
225525;General Electric ToolboxST Configuration File deserialization
225516;Unisoc S8000 Telecom Service null pointer dereference
225515;Unisoc S8000 Telecom Service null pointer dereference
225514;Unisoc S8000 Telecom Service null pointer dereference
225513;Unisoc S8000 vdsp Service null pointer dereference
225512;Unisoc S8000 Telecom Service buffer overflow
225511;Unisoc S8000 Telecom Service buffer overflow
225510;Unisoc S8000 Telecom Service buffer overflow
225509;Unisoc S8000 Telecom Service information disclosure
225508;Unisoc S8000 Media Service out-of-bounds write
225507;Unisoc S8000 Telecom Service buffer overflow
225506;Unisoc S8000 Telecom Service buffer overflow
225489;answerdev answer up to 1.0.7 unknown vulnerability
225482;Wolt Delivery Food and More up to 4.27.2 API Key hard-coded credentials
225475;WAB-MAT up to 5.0.0.8 unquoted search path
225436;SAP SapSetup 9.0 Software Installation Program improper authorization
225352;GNU Screen up to 4.9.0 socket.c ReceiveMsg unnecessary privileges
225267;Dell Power Manager up to 3.10 access control
225241;SageMath FlintQS 1.0 TMPDIR unknown vulnerability
225149;G Data Total Security link following
225123;microweber up to 1.3.2 command injection
225105;Dell Trusted Device Agent up to 5.2.x access control
225100;Dell Display Manager up to 2.1.0 least privilege violation
225089;Toyota RAV4 2021 ECU Message injection
225059;JustSystems Ichitaro Word Processor 2022 1.0.1.57600 Protected Document use after free
225027;Cisco Duo Two-Factor Authentication on Windows/macOS Offline Access Mode authentication replay
224941;Acuant AsureID Sentinel Installation privileges management
224940;Acuant AcuFill SDK permission
224936;Acuant AcuFill SDK certutil.exe race condition
224935;Acuant AcuFill SD certutil.exe uncontrolled search path
224934;Eteran edb-debugger 1.3.0 symbols.cpp collect_symbols denial of service
224931;TinyTIFF 3.0 tinytiffreader.c TinyTiffReader_readNextFrame denial of service
224900;Wondershare Edrawmind 10.0.6 WindowsCodescs.dll uncontrolled search path
224890;Acuant AsureID Sentinel Installer Log log file
224888;Acuant AcuFill SDK Installation uncontrolled search path
224886;Acuant AcuFill SDK Installation C:\Windows\Temp permission
224853;Dell PowerScale OneFS 9.5.0.0 Link Resolution isi_gather_info link following
224851;Dell PowerScale OneFS up to 9.5.0.x default permission
224823;Trellix Agent up to 5.7.8 on Windows Installation permissions
224771;IBM Aspera Cargo/Aspera Connect 4.2.5 buffer overflow
224770;IBM Aspera Cargo/Aspera Connect 4.2.5 buffer overflow
224740;NVIDIA vGPU Software Virtual GPU Manager null pointer dereference
224737;NVIDIA DCGM on Linux heap-based overflow
224717;Apache James up to 3.7.3 JMX Management Service missing authentication
224712;zstd 1.4.10 Command Line resource consumption
224667;Microsoft Snip & Sketch/Snipping Tool information disclosure
224656;X.Org Server Overlay Window use after free
224598;Parallels Desktop Toolgate toctou
224597;Parallels Desktop Service initialization
224596;Parallels Desktop Updater toctou
224593;Parallels Desktop Toolgate xml injection
224592;Parallels Desktop Toolgate path traversal
224554;device-mapper-multipath Unix Domain Socket improper authorization
224550;Flexera FlexNet Manager Suite up to 2015 R2 SP3 Inventory Gathering privileges management
224540;Flexera InstallShield InstallScript ISBEW64.EXE unknown vulnerability
224539;runc up to 1.1.4 AppArmor /proc permissions
224534;runc up to 1.1.4 /sys/fs/cgroup permissions
224480;HashiCorp Vault/Vault Enterprise up to 1.11.8/1.12.4/1.13.0 MSSQL Database Storage Backend sql injection
224461;Apple GarageBand up to 10.4.7 MIDI File Parser out-of-bounds
224460;Apple GarageBand up to 10.4.7 on macOS Installation unknown vulnerability
224454;JetBrains IntelliJ IDEA Project Import data authenticity
224452;JetBrains IntelliJ IDEA Chromium insecure default initialization of resource
224451;JetBrains IntelliJ IDEA Markdown Preview information disclosure
224375;M-Files Installer up to 22.5 on Windows uncontrolled search path
224266;Adobe Dimension up to 3.4.7 out-of-bounds
224265;Adobe Dimension up to 3.4.7 out-of-bounds
224264;Adobe Dimension up to 3.4.7 out-of-bounds
224263;Adobe Dimension up to 3.4.7 out-of-bounds
224262;Adobe Dimension up to 3.4.7 out-of-bounds
224261;Adobe Dimension up to 3.4.7 out-of-bounds
224260;Adobe Dimension up to 3.4.7 out-of-bounds
224259;Adobe Dimension up to 3.4.7 use after free
224258;Adobe Dimension up to 3.4.7 out-of-bounds
224257;Adobe Dimension up to 3.4.7 out-of-bounds
224256;Adobe Dimension up to 3.4.7 out-of-bounds
224255;Adobe Dimension up to 3.4.7 uninitialized pointer
224254;Adobe Dimension up to 3.4.7 out-of-bounds
224253;Adobe Dimension up to 3.4.7 out-of-bounds
224252;Adobe Dimension up to 3.4.7 out-of-bounds
224251;Adobe Dimension up to 3.4.7 out-of-bounds
224250;Adobe Dimension up to 3.4.7 out-of-bounds
224249;Adobe Dimension up to 3.4.7 out-of-bounds
224248;Adobe Dimension up to 3.4.7 out-of-bounds
224247;Adobe Dimension up to 3.4.7 out-of-bounds
224246;Adobe Dimension up to 3.4.7 out-of-bounds
224245;Adobe Dimension up to 3.4.7 out-of-bounds
224216;Bentley MicroStation CONNECT 10.16.2.034 IFC File Parser out-of-bounds write
224200;RSA NetWitness Platform up to 12.1 Endpoint Windows Agent memory corruption
224195;Musescore up to 4.0.1 MIDI File stack-based overflow
224156;podman File System toctou
224151;Stimulsoft Designer 2023.1.4/2023.1.5 Stimulsoft.report.dll hard-coded key
224127;Adobe Substance 3D Stager up to 2.0.0 out-of-bounds
224126;Adobe Substance 3D Stager up to 2.0.0 out-of-bounds
224125;Adobe Substance 3D Stager up to 2.0.0 out-of-bounds
224124;Adobe Substance 3D Stager up to 2.0.0 out-of-bounds
224097;GPAC up to 2.3.x resource consumption
224065;GPAC up to 2.3.x heap-based overflow
224061;Secvisogram csaf-validator-lib Arguments denial of service
224054;Juiker App information disclosure
224043;General Motors MyLink Infotainment System 2021.3.26 MP3 File denial of service
223943;Versionize up to 0.1.9 Rust Data Structure deserialize’ out-of-bounds
223802;Google Pixel/Pixel SL Qualcomm Avtimer Driver information disclosure
223799;CP Plus KVMS Pro up to 2.01.0.T.190521 insufficiently protected credentials
223798;RoboDK up to 5.5.3 permission assignment
223773;Directus up to 9.23.2 log file
223771;tripleo-ansible permission assignment
223768;smartCARS 3 up to 0.5.8 Failed Login log file
223728;Delta Electronics InfraSuite Device Master permission assignment
223719;Delta Electronics InfraSuite Device Master Device-DataCollect Service deserialization
223703;Cisco Access Point command injection
223702;Cisco Access Point denial of service
223609;vox2mesh 1.0 main.cpp memcpy stack-based overflow
223587;pimcore up to 10.5.18 sql injection
223582;Keysight N6854A Geolocation Server up to 2.4.2 deserialization
223564;DataGear up to 1.11.1 Plugin cross site scripting
223562;syoyo tinydng tiny_dng_loader.h __interceptor_memcpy heap-based overflow
223553;TinyTIFF 3.0.0.0 File tinytiffreader.c buffer overflow
223529;Aruba ClearPass OnGuard Agent on Ubuntu information disclosure
223514;Aruba ClearPass OnGuard Agent on Linux privileges management
223508;Trend Micro Endpoint Encryption Full Disk Encryption up to 6.0.0.3204 Secure Boot access control
223454;Redis up to 7.0.8 MSETNX Command command injection
223431;PDFio up to 1.1.0 allocation of resources
223390;ONLYOFFICE Docs up to 7.3 on Linux libgcc_s.so.1 untrusted search path
223389;Org Mode up to 9.6.1 on Emacs os command injection
223375;Lespeed WiseCleaner Wise System Monitor 1.5.3.54 IoControlCode WiseHDInfo64.dll 0x9C402088 access control
223374;Lespeed WiseCleaner Wise System Monitor 1.5.3.54 IoControlCode WiseHDInfo64.dll 0x9C40A0D8/0x9C40A0DC/0x9C40A0E0 denial of service
223373;Lespeed WiseCleaner Wise System Monitor 1.5.3.54 IoControlCode WiseHDInfo64.dll denial of service
223372;Lespeed WiseCleaner Wise Force Deleter 1.5.3.54 IoControlCode WiseUnlock64.sys 0x220004 access control
223351;Cilium up to 1.11.14/1.12.7/1.13.0 eBPF-based Dataplane /opt/cni/bin default permission
